Date,Open,High,Low,Close,Adj Close,Volume
2010-01-12,59.740002,59.740002,58.700001,58.700001,58.700001,2300
2010-01-13,58.639999,58.959999,58.639999,58.919998,58.919998,800
2010-01-14,59.279999,59.279999,59.099998,59.169998,59.169998,614
2010-01-15,59.130001,59.509998,58.660000,58.660000,58.660000,1830
2010-01-18,58.290001,58.470001,58.200001,58.470001,58.470001,6930
2010-01-19,57.840000,58.450001,57.840000,58.450001,58.450001,2854
2010-01-20,58.680000,58.910000,57.680000,57.680000,57.680000,1702
2010-01-21,58.169998,58.200001,56.830002,56.830002,56.830002,2704
2010-01-22,56.470001,56.500000,56.080002,56.080002,56.080002,446
2010-01-25,55.680000,56.040001,55.639999,55.680000,55.680000,529
2010-01-26,55.160000,55.889999,55.160000,55.889999,55.889999,3218
2010-01-27,55.400002,55.689999,55.400002,55.500000,55.500000,3664
2010-01-28,56.389999,56.470001,54.849998,54.990002,54.990002,16271
2010-01-29,55.139999,55.660000,55.110001,55.660000,55.660000,1838
2010-02-01,54.700001,55.410000,54.700001,55.320000,55.320000,2372
2010-02-02,55.369999,55.889999,55.349998,55.889999,55.889999,1054
2010-02-03,55.939999,55.959999,55.340000,55.430000,55.430000,3444
2010-02-04,55.549999,55.549999,54.930000,54.930000,54.930000,886
2010-02-05,54.020000,54.020000,53.299999,53.490002,53.490002,4243
2010-02-08,53.590000,53.779999,53.349998,53.360001,53.360001,6678
2010-02-09,53.590000,53.840000,53.500000,53.580002,53.580002,1100
2010-02-10,54.189999,54.290001,53.910000,53.910000,53.910000,920
2010-02-11,54.349998,54.349998,54.349998,54.349998,54.349998,0
2010-02-12,54.360001,54.360001,53.660000,53.660000,53.660000,118
2010-02-15,54.099998,54.209999,54.099998,54.209999,54.209999,5
2010-02-16,54.490002,54.529999,54.490002,54.509998,54.509998,77
2010-02-17,55.160000,55.160000,55.160000,55.160000,55.160000,0
2010-02-18,55.060001,55.450001,55.060001,55.450001,55.450001,100
2010-02-19,55.070000,56.020000,55.070000,56.020000,56.020000,100
2010-02-22,56.130001,56.130001,55.730000,55.730000,55.730000,360
2010-02-23,55.900002,55.900002,54.720001,54.720001,54.720001,0
2010-02-24,54.830002,54.830002,54.740002,54.750000,54.750000,2200
2010-02-25,54.669998,54.669998,54.049999,54.049999,54.049999,0
2010-02-26,54.570000,54.570000,54.570000,54.570000,54.570000,0
2010-03-01,55.490002,55.869999,55.230000,55.869999,55.869999,600
2010-03-02,56.049999,56.480000,56.049999,56.470001,56.470001,1012
2010-03-03,56.380001,56.910000,56.290001,56.910000,56.910000,438
2010-03-04,56.540001,56.540001,56.540001,56.540001,56.540001,0
2010-03-05,56.830002,57.160000,56.830002,57.160000,57.160000,6000
2010-03-08,57.570000,57.580002,57.430000,57.490002,57.490002,224
2010-03-09,57.430000,57.560001,57.430000,57.560001,57.560001,300
2010-03-10,57.450001,58.080002,57.450001,58.080002,58.080002,1850
2010-03-11,57.820000,58.160000,57.820000,57.840000,57.840000,1272
2010-03-12,58.090000,58.419998,58.090000,58.299999,58.299999,4000
2010-03-15,58.080002,58.080002,58.049999,58.049999,58.049999,0
2010-03-16,58.020000,58.360001,58.020000,58.360001,58.360001,1260
2010-03-17,58.630001,59.000000,58.630001,58.959999,58.959999,1000
2010-03-18,58.770000,58.939999,58.660000,58.770000,58.770000,433
2010-03-19,58.919998,59.070000,58.389999,58.389999,58.389999,385
2010-03-22,58.389999,58.389999,58.389999,58.389999,58.389999,385
2010-03-23,58.560001,58.820000,58.520000,58.820000,58.820000,217
2010-03-24,58.990002,59.029999,58.869999,58.869999,58.869999,249
2010-03-25,59.500000,60.000000,59.500000,59.930000,59.930000,2104
2010-03-26,59.880001,59.930000,59.750000,59.840000,59.840000,164
2010-03-29,60.180000,60.299999,60.070000,60.150002,60.150002,700
2010-03-30,60.450001,60.450001,60.000000,60.000000,60.000000,5570
2010-03-31,60.000000,60.240002,59.860001,60.000000,60.000000,572
2010-04-01,60.520000,60.840000,60.520000,60.840000,60.840000,0
2010-04-06,61.119999,61.119999,60.810001,61.080002,61.080002,2904
2010-04-07,61.090000,61.139999,60.820000,60.880001,60.880001,1100
2010-04-08,60.660000,60.660000,60.150002,60.340000,60.340000,2274
2010-04-09,60.910000,60.970001,60.830002,60.849998,60.849998,3910
2010-04-12,61.310001,61.310001,61.080002,61.090000,61.090000,800
2010-04-13,61.080002,61.160000,60.680000,60.779999,60.779999,440
2010-04-14,61.200001,61.509998,61.200001,61.419998,61.419998,360
2010-04-15,61.480000,61.480000,61.320000,61.369999,61.369999,0
2010-04-16,61.330002,61.520000,60.490002,60.490002,60.490002,19316
2010-04-19,60.270000,60.270000,60.180000,60.180000,60.180000,81
2010-04-20,60.630001,61.090000,60.549999,61.090000,61.090000,0
2010-04-21,61.290001,61.310001,61.040001,61.060001,61.060001,369
2010-04-22,60.980000,61.180000,60.380001,60.380001,60.380001,250
2010-04-23,60.480000,61.160000,60.480000,61.150002,61.150002,84
2010-04-26,61.810001,62.000000,61.810001,61.919998,61.919998,1160
2010-04-27,61.799999,61.799999,60.900002,60.900002,60.900002,258
2010-04-28,60.049999,60.049999,59.000000,59.990002,59.990002,12965
2010-04-29,59.660000,60.070000,59.610001,60.070000,60.070000,1987
2010-04-30,60.139999,60.560001,59.900002,59.900002,59.900002,1704
2010-05-03,59.529999,60.290001,59.529999,60.259998,60.259998,2510
2010-05-04,60.419998,60.419998,58.799999,58.799999,58.799999,220
2010-05-05,58.880001,58.880001,58.139999,58.330002,58.330002,29121
2010-05-06,58.040001,58.689999,57.700001,57.700001,57.700001,10627
2010-05-07,56.799999,57.470001,55.509998,56.529999,56.529999,4956
2010-05-10,57.759998,58.590000,57.720001,58.570000,58.570000,1970
2010-05-11,58.299999,58.919998,58.110001,58.889999,58.889999,110
2010-05-12,58.840000,60.580002,58.840000,60.580002,60.580002,2440
2010-05-13,60.970001,61.110001,60.700001,61.110001,61.110001,0
2010-05-14,60.830002,60.830002,59.279999,59.279999,59.279999,2370
2010-05-17,59.070000,59.970001,59.070000,59.220001,59.220001,366
2010-05-18,59.889999,60.310001,59.840000,60.189999,60.189999,992
2010-05-19,59.360001,59.480000,58.529999,58.529999,58.529999,2490
2010-05-20,58.900002,58.900002,58.900002,58.900002,58.900002,0
2010-05-21,56.810001,56.810001,55.750000,56.560001,56.560001,6001
2010-05-24,57.349998,57.349998,56.520000,57.009998,57.009998,0
2010-05-25,55.340000,55.470001,55.000000,55.450001,55.450001,3128
2010-05-26,56.040001,56.990002,55.950001,56.990002,56.990002,21496
2010-05-27,57.009998,58.070000,56.820000,58.060001,58.060001,1590
2010-05-28,58.029999,58.349998,58.029999,58.200001,58.200001,700
2010-05-31,58.410000,58.570000,58.340000,58.340000,58.340000,1400
2010-06-01,57.639999,58.439999,57.119999,58.439999,58.439999,1195
2010-06-02,57.770000,58.380001,57.770000,58.380001,58.380001,18815
2010-06-03,59.360001,59.610001,59.360001,59.529999,59.529999,2000
2010-06-04,59.459999,59.630001,58.150002,58.150002,58.150002,570
2010-06-07,57.410000,57.980000,57.310001,57.930000,57.930000,8900
2010-06-08,57.830002,57.830002,56.919998,57.220001,57.220001,4511
2010-06-09,57.610001,58.540001,57.610001,58.540001,58.540001,9353
2010-06-10,58.200001,59.209999,58.200001,59.209999,59.209999,390
2010-06-11,59.389999,59.389999,59.320000,59.330002,59.330002,16
2010-06-14,59.790001,59.889999,59.720001,59.779999,59.779999,596
2010-06-15,59.619999,60.490002,59.619999,60.490002,60.490002,519
2010-06-16,60.560001,60.560001,60.320000,60.320000,60.320000,7169
2010-06-17,60.380001,60.939999,60.380001,60.590000,60.590000,130
2010-06-18,60.950001,61.000000,60.849998,60.869999,60.869999,200
2010-06-21,61.779999,61.779999,61.560001,61.590000,61.590000,215
2010-06-22,61.349998,61.369999,60.959999,61.180000,61.180000,655
2010-06-23,60.700001,61.200001,60.700001,61.200001,61.200001,0
2010-06-24,60.820000,60.820000,60.060001,60.090000,60.090000,287
2010-06-25,59.950001,59.950001,59.340000,59.340000,59.340000,11986
2010-06-28,59.540001,59.950001,59.389999,59.950001,59.950001,0
2010-06-29,59.110001,59.110001,58.290001,58.290001,58.290001,4386
2010-06-30,58.369999,58.529999,58.270000,58.430000,58.430000,358
2010-07-01,57.650002,58.029999,57.599998,58.029999,58.029999,6994
2010-07-02,57.709999,57.900002,57.310001,57.900002,57.900002,2307
2010-07-05,57.169998,57.169998,56.849998,57.029999,57.029999,4523
2010-07-06,57.220001,58.270000,57.220001,58.080002,58.080002,3360
2010-07-07,57.720001,58.540001,57.560001,58.540001,58.540001,0
2010-07-08,58.880001,58.900002,58.779999,58.849998,58.849998,0
2010-07-09,59.349998,59.430000,59.230000,59.310001,59.310001,10537
2010-07-12,59.450001,59.529999,59.380001,59.529999,59.529999,1220
2010-07-13,59.490002,60.450001,59.490002,60.450001,60.450001,14290
2010-07-14,60.799999,60.799999,60.310001,60.619999,60.619999,15
2010-07-15,60.529999,60.669998,60.470001,60.669998,60.669998,3580
2010-07-16,60.360001,60.389999,59.070000,59.070000,59.070000,6721
2010-07-19,58.970001,59.439999,58.880001,58.880001,58.880001,3675
2010-07-20,59.029999,59.029999,58.119999,58.209999,58.209999,0
2010-07-21,58.970001,58.970001,58.470001,58.470001,58.470001,10028
2010-07-22,59.549999,59.930000,59.549999,59.930000,59.930000,0
2010-07-23,59.830002,60.509998,59.830002,60.509998,60.509998,480
2010-07-26,60.470001,60.470001,60.099998,60.450001,60.450001,2135
2010-07-27,60.810001,61.040001,60.810001,61.040001,61.040001,8840
2010-07-28,60.950001,60.950001,60.290001,60.340000,60.340000,4190
2010-07-29,60.720001,60.799999,60.720001,60.799999,60.799999,873
2010-07-30,59.939999,60.369999,59.490002,60.369999,60.369999,80
2010-08-02,60.540001,61.500000,60.480000,61.500000,61.500000,847
2010-08-03,61.360001,61.680000,61.320000,61.680000,61.680000,687
2010-08-04,61.419998,61.700001,61.349998,61.700001,61.700001,35
2010-08-05,61.880001,62.340000,61.880001,62.009998,62.009998,280
2010-08-06,62.150002,62.360001,61.279999,61.279999,61.279999,1724
2010-08-09,61.880001,62.009998,61.860001,62.009998,62.009998,1245
2010-08-10,61.869999,61.869999,61.480000,61.689999,61.689999,0
2010-08-11,60.869999,60.869999,60.299999,60.299999,60.299999,535
2010-08-12,60.250000,60.250000,59.750000,59.959999,59.959999,1535
2010-08-13,60.240002,60.290001,59.520000,59.730000,59.730000,556
2010-08-16,60.139999,60.139999,59.389999,59.740002,59.740002,100
2010-08-17,60.040001,60.680000,60.040001,60.680000,60.680000,0
2010-08-18,60.439999,60.599998,60.299999,60.299999,60.299999,51
2010-08-19,60.820000,60.830002,60.130001,60.240002,60.240002,265
2010-08-20,59.450001,59.450001,58.689999,58.689999,58.689999,4676
2010-08-23,58.860001,59.000000,58.639999,59.000000,59.000000,9
2010-08-24,58.240002,58.250000,57.529999,58.000000,58.000000,4726
2010-08-25,57.849998,58.209999,57.459999,57.619999,57.619999,1195
2010-08-26,58.020000,58.049999,57.740002,58.049999,58.049999,4485
2010-08-27,57.740002,58.000000,57.730000,57.799999,57.799999,195
2010-08-30,58.270000,58.270000,57.639999,57.830002,57.830002,431
2010-08-31,57.200001,57.740002,57.200001,57.740002,57.740002,120
2010-09-01,57.790001,59.490002,57.639999,59.389999,59.389999,680
2010-09-02,59.270000,59.540001,59.270000,59.529999,59.529999,3525
2010-09-03,59.639999,60.310001,59.639999,59.830002,59.830002,2796
2010-09-06,60.230000,60.240002,60.150002,60.150002,60.150002,120
2010-09-07,59.820000,59.840000,59.810001,59.810001,59.810001,35
2010-09-08,59.720001,59.910000,59.389999,59.910000,59.910000,330
2010-09-09,60.060001,60.759998,60.060001,60.759998,60.759998,10175
2010-09-10,60.580002,60.790001,60.580002,60.750000,60.750000,10400
2010-09-13,61.279999,61.419998,61.110001,61.369999,61.369999,6778
2010-09-14,61.270000,61.270000,61.119999,61.119999,61.119999,100
2010-09-15,61.490002,61.490002,61.119999,61.230000,61.230000,160
2010-09-16,61.250000,61.250000,61.000000,61.000000,61.000000,115
2010-09-17,61.590000,61.610001,60.880001,60.880001,60.880001,18
2010-09-20,60.939999,61.070000,60.919998,60.919998,60.919998,0
2010-09-21,61.459999,61.849998,61.459999,61.669998,61.669998,954
2010-09-22,61.549999,61.549999,60.820000,60.869999,60.869999,186
2010-09-23,61.220001,61.220001,59.959999,60.270000,60.270000,256
